Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
12/28/2014,13:55:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,RANDOLPH RD/LIVINGSTON ST,39.05939,-77.05813667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ACURA,4D,"GREEN, DK",Citation,21-405(e1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05939, -77.0581366666667)"
5/31/2015,1:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,QUINCE ORCHARD / BANK ST,39.13970333,-77.22204167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEVROLET,SUBURBAN,BLACK,Citation,16-112(c),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1397033333333, -77.2220416666667)"
8/8/2014,20:32:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION,28 @ SHADY GROVE ROAD,39.10295,-77.190715,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,SATU,OUTLOOK,SILVER,Citation,13-401(h),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.10295, -77.190715)"
11/23/2014,16:07:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ELLSWORTH AVE @ FENTON AVE,38.99757167,-77.02434,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,SCION,TC,MAROON,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9975716666667, -77.02434)"
9/11/2014,18:53:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,BONIFANT ST. @ DIXION AVE.,38.99383,-77.02809,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,FORD,F150,RED,Citation,16-303(d),Transportation Article,No,BLACK,M,DISTRICT HEIGHTS,MD,MD,A - Marked Patrol,"(38.99383, -77.02809)"
7/7/2014,18:10:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",ARCOLA AVE AND GEORGIA AVE,39.06944667,-77.16229667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,VN,BLUE,Citation,16-303(h),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0694466666667, -77.1622966666667)"
3/7/2016,15:28:00,MCP,"1st district, Rockville",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,16411 SHADYGROVE RD,39.124695,-77.175415,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BUICK,LUCERNE,WHITE,Citation,16-105(b1),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.124695, -77.175415)"
1/28/2015,12:26:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,118/DAWSON FARM,39.170095,-77.27874833,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2002,MERCURY,MOUNTAINEER,WHITE,Citation,13-401(h),Transportation Article,No,BLACK,M,DICKERSON,MD,MD,A - Marked Patrol,"(39.170095, -77.2787483333333)"
2/20/2016,5:17:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,NEW HAMPSHIRE AVE /COLUMBIA PIKE,39.04976667,-76.99314333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MERCEDES,C300,SILVER,Citation,21-309(b),Transportation Article,No,ASIAN,M,ELKRIDGE,MD,NY,A - Marked Patrol,"(39.0497666666667, -76.9931433333333)"
8/29/2017,3:47:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,WISCONSIN AVE @ CEDAR LN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,CHEV,CN,WHITE,Citation,13-411(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
1/31/2015,22:47:00,MCP,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",RANDOLPH ROAD / GLENALLAN AVE,39.06380167,-77.03970833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVY,IMPALA,GRAY,Citation,22-201.1,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0638016666667, -77.0397083333333)"
12/11/2014,19:12:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,VEIRS MILL RD/GAYNOR RD,39.05973833,-77.08895,No,No,No,No,No,Yes,No,No,No,No,VA,02 - Automobile,2003,FORD,ESCAPE,GRAY,Citation,16-303(f),Transportation Article,No,BLACK,M,ARLINGTON,VA,VA,A - Marked Patrol,"(39.0597383333333, -77.08895)"
7/26/2014,12:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,MUDDY BRANCH RD / GRT SENECA HWY,39.10767833,-77.21873,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MAZDA,3,BLUE,Citation,13-401(b1),Transportation Article,No,WHITE,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.1076783333333, -77.21873)"
4/7/2015,2:23:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERING HWY. FROM PRIVATE ROAD,GEORGIA AVENUE @ GEORGIAN WOODS PLACE,39.055335,-77.05008333,No,No,No,No,No,No,No,No,No,No,DC,08 - Recreational Vehicle,2014,DODGE,TK,"GREEN, DK",Citation,21-404(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.055335, -77.0500833333333)"
2/10/2015,19:24:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB RT 27 N OF HENDERSON CORNER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEV,TK,RED,Citation,13-401(h),Transportation Article,No,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,
8/29/2017,0:24:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",NICHOLSON LANE AT WOODGLEN RD,39.04495667,-77.11821,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,CHEVY,CRUZE,WHITE,Warning,22-201.1,Transportation Article,No,BLACK,M,CHEVY CHASE,MD,MD,B - Unmarked Patrol,"(39.0449566666667, -77.11821)"
10/7/2014,2:44:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVE AND CRESTMORE DR,39.04553,-76.99093167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2008,BUIC,4S,BLACK,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.04553, -76.9909316666667)"
8/29/2017,0:24:00,MCP,"2nd district, Bethesda",LEFT TURN FROM IMPROPER ROAD POSITION,NICHOLSON LANE AT WOODGLEN RD,39.04495667,-77.11821,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,CHEVY,CRUZE,WHITE,Warning,21-601(b),Transportation Article,No,BLACK,M,CHEVY CHASE,MD,MD,B - Unmarked Patrol,"(39.0449566666667, -77.11821)"
2/18/2015,3:40:00,MCP,"4th district, Wheaton","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",PARKING LOT OF 18143 VILLAGE CENTER DR,39.15305,-77.06339167,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2013,FORD,4D,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,NEW CARROLLTON,MD,MD,A - Marked Patrol,"(39.15305, -77.0633916666667)"
8/29/2017,2:15:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,BEECH DR AT GARRET PARK DR,39.04074667,-77.09179833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.0407466666667, -77.0917983333333)"
8/7/2014,22:21:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,SHADY GROVE RD/ CORP BLVD,39.10995,-77.18773333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHEV,TRAVERSE,GRAY,Citation,16-112(c),Transportation Article,No,BLACK,F,ROCKVILLE,MD,GA,A - Marked Patrol,"(39.10995, -77.1877333333333)"
9/15/2014,19:43:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,FIRST ST / MAPLE AVE,39.08136,-77.13734833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYOTA,COROLLA,BLACK,Citation,21-1124.2(d2),Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.08136, -77.1373483333333)"
8/1/2014,12:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING/ATTEMPTING DRIVE MOTOR VEH. ON HWY W/O REQ. LICENSE AND AUTHORIZATION,WOODFIELD RD/AIRPARK RD,39.14989,-77.23409,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,SENTRA,BLUE,Citation,16-101(a),Transportation Article,Yes,WHITE,M,CHEVERLY,MD,MD,A - Marked Patrol,"(39.14989, -77.23409)"
10/16/2014,22:33:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEH. ON HWY. ON SUSPENDED LIC. AND PRIVILEGE,NORBECK RD @ FIRESTONE DR,39.12093333,-76.98798333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,COROLLA,RED,Citation,16-303(c),Transportation Article,No,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1209333333333, -76.9879833333333)"
9/3/2014,16:36:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NORBECK / BAUER DR,39.095555,-77.11135667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,AUDI,4S,GRAY,Citation,13-411(f),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.095555, -77.1113566666667)"
8/9/2014,2:12:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RIDGE RD @ OBSERVATION DR,39.20663333,-77.246635,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HOND,4S,GRAY,Citation,21-204(b),Transportation Article,No,BLACK,M,NEW MARKET,MD,MD,A - Marked Patrol,"(39.2066333333333, -77.246635)"
9/5/2015,13:00:00,MCP,"5th district, Germantown",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT,20141 CENTURY BLVD,39.06951167,-77.16223333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,TAURUS,GREEN,Citation,21-904(b2),Transportation Article,No,BLACK,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0695116666667, -77.1622333333333)"
4/3/2015,22:07:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,1020 NEW HAMPSHIRE AVE,39.02312833,-76.97801333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,CROWN VIC,MAROON,Citation,16-101(a),Transportation Article,No,BLACK,M,SEVERN,MD,MD,A - Marked Patrol,"(39.0231283333333, -76.9780133333333)"
1/16/2015,8:20:00,MCP,"2nd district, Bethesda",DRIVINGTO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,S/B 270 @ SHADY GROVE,39.10684333,-77.18364,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,EXPLORER,SILVER,Citation,16-101(a),Transportation Article,No,BLACK,M,NEW CARROLLTON,MD,MD,A - Marked Patrol,"(39.1068433333333, -77.18364)"
1/18/2015,11:11:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,SPARTAN RD / PRINCE PHILLIP DR,39.15636333,-77.05864333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,4RUNNER,BLACK,Citation,16-115(g),Transportation Article,No,BLACK,M,OLNEY,MD,MD,A - Marked Patrol,"(39.1563633333333, -77.0586433333333)"
5/5/2015,14:57:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SECOND AVE @ FENWICK LA,38.996895,-77.0327,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2008,TOYOTA,COROLLA,SILVER,Citation,21-1124.2(d2),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.996895, -77.0327)"
2/3/2015,16:49:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DEMOCRACY BLVD @ 495S RAMP,39.02166333,-77.14085,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,ACURA,MDX,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.0216633333333, -77.14085)"
4/22/2015,11:45:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,1500 FOREST GLEN RD,39.05826667,-77.04879333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2002,JEEP,SW,SILVER,Citation,16-101(a),Transportation Article,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.0582666666667, -77.0487933333333)"
2/6/2015,21:43:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OLD GEORGETOWN RD/ EDSON LN,39.03852167,-77.12285,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,CIVIC,"BLUE, LIGHT",Citation,13-411(f),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0385216666667, -77.12285)"
4/9/2015,11:00:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,N/B GEORGIA AVE /  EXIT 495 WEST,39.01396167,-77.05455833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHRYSLER,300,SILVER,Citation,13-411(d),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0139616666667, -77.0545583333333)"
1/13/2016,19:36:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,VEIRS MILL RD/ASPEN HILL RD,39.06851,-77.10399,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRY,4S,"BLUE, DARK",Citation,16-303(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06851, -77.10399)"
7/16/2015,13:00:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,PINEY BRANCH RD AT ARLISS ST,38.99730167,-76.99957,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,CAMRY,BLUE,Citation,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9973016666667, -76.99957)"
11/4/2015,1:05:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,MIDDLEBROOK RD/COMMONS SHOPPING CENTER,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,LINC,4S,RED,Citation,21-902(b1),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,
2/24/2015,16:30:00,MCP,"1st district, Rockville",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,12721 TWINBROOK PK (PARKING GARAGE EXIT),39.01517667,-77.10017167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TRUCK,BLUE,Citation,21-801(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0151766666667, -77.1001716666667)"
3/24/2015,17:09:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,9919 WATKINS DR,39.23379167,-77.20605833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODG,VN,BLUE,Citation,13-401(h),Transportation Article,No,WHITE,M,ELDERSBURG,MD,MD,A - Marked Patrol,"(39.2337916666667, -77.2060583333333)"
5/8/2015,14:30:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,FENTON STREET / GIST AVENUE,38.98985167,-77.024005,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHRYSLER,PT CRUISER,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,M,ELLICOTT CITY,MD,MD,A - Marked Patrol,"(38.9898516666667, -77.024005)"
5/8/2015,10:52:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,531 RANDOLPH RD,39.06141833,-77.053975,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,VOLK,4S,GRAY,Citation,21-801(b),Transportation Article,No,OTHER,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0614183333333, -77.053975)"
11/30/2015,23:01:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MONTGOMERY VILLAGE AVE @ LOST KNIFE RD,39.155165,-77.20840167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,RANGE ROVER,SPORT HSE,SILVER,Citation,16-303(c),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.155165, -77.2084016666667)"
2/19/2016,0:14:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,EAST WEST HWY/EDGEVALE ST,38.98784667,-77.07670333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUN,4S,SILVER,Citation,16-303(d),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,Q - Marked Laser,"(38.9878466666667, -77.0767033333333)"
12/22/2014,22:26:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,SLIGO CREEK PKWY/PINEY BRANCH RD,38.99571167,-77.00491333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,MAZDA,CX7,"BLUE, LIGHT",Citation,16-303(c),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9957116666667, -77.0049133333333)"
2/12/2015,8:35:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,NB MONTGOMERY VILLAGE AVE/MALL ENTRANCE,39.15638833,-77.20623667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,EXPLORER,BLUE,Citation,16-115(g),Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,CA,A - Marked Patrol,"(39.1563883333333, -77.2062366666667)"
2/13/2015,21:21:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE @ PRICE RD,39.04018833,-77.05079333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,CHRYSLER,300,BLACK,Citation,13-411(f),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0401883333333, -77.0507933333333)"
8/17/2015,22:30:00,MCP,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",RT 355 @ 118,39.19201833,-77.244,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISS,4S,SILVER,Citation,16-303(h),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1920183333333, -77.244)"
3/20/2015,0:41:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDERTHE INFLUENCE OF ALCOHOL,WOODMONT AVE AT EDGEMOOR LN,38.98363667,-77.09318833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,CAMRY,RED,Citation,21-902(a1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.9836366666667, -77.0931883333333)"
7/27/2015,19:25:00,MCP,"5th district, Germantown",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,FATHER HURLEY BLVD @ CRYSTAL ROCK DR,39.19254,-77.27120167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,CIVIV,BLACK,Citation,13-411(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.19254, -77.2712016666667)"
10/30/2015,0:15:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NB NEW HAMPSHIRE AVE @ MANHAN RD,39.04753167,-76.99335333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,CAMRY,BLUE,Citation,21-902(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0475316666667, -76.9933533333333)"
3/26/2015,14:55:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,GEORGIA@HOME DEPOT PARKING LOT ENTRANCE,39.08587833,-77.07893,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,4S,RED,Citation,16-115(g),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0858783333333, -77.07893)"
3/1/2015,3:54:00,MCP,"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,VEIRS MILL RD / HERITAGE PARK CIR,39.06304167,-77.047365,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,CIVIC,BLACK,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0630416666667, -77.047365)"
11/14/2014,1:47:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVENUE @ DALE DR,39.04502,-76.99244,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,CORROLA,SILVER,Citation,21-204(b),Transportation Article,No,WHITE,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.04502, -76.99244)"
5/9/2015,12:36:00,MCP,"6th district, Gaithersburg / Montgomery Village","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",ODENHAL AV / RUSSELL AV,39.15081,-77.20377667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,MAZD,3,SILVER,Citation,21-901.1(b),Transportation Article,Yes,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.15081, -77.2037766666667)"
12/7/2014,20:19:00,MCP,"5th district, Germantown",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,MIDDLEBROOK RD. AT CENTURY BLVD.,39.18005167,-77.268305,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,TOYT,COROLLA - 4S,"GREEN, LGT",Citation,13-411(c2),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1800516666667, -77.268305)"
2/5/2015,21:36:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CLOPPER RD AT MATENY RD,39.1558,-77.26678,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,TK,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1558, -77.26678)"
2/26/2015,13:13:00,MCP,"4th district, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,GEORGIA AVE @ HEWITT AVE,39.07633167,-77.06960333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SOLARA,"BLUE, LIGHT",Citation,16-105(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0763316666667, -77.0696033333333)"
3/13/2015,14:20:00,MCP,"4th district, Wheaton",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,1901 RANDOLPH RD @ KENNEDY HIGH SCHOOL,39.05818167,-77.08381333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,0,MITS,ECLIPSE,BLACK,Citation,21-310(a),Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0581816666667, -77.0838133333333)"
2/13/2015,15:51:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB NEW HAMSSHIRE AVE @ DILSTON RD,39.01261833,-76.97867333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,ACUR,SUMDX,BLACK,Citation,13-401(h),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0126183333333, -76.9786733333333)"
